id,carat,cut,color,clarity,depth,table,x,y,z
11426,0.38,Very Good,D,VS2,58.8,61.0,4.72,4.77,2.79
11427,0.3,Very Good,D,VS1,62.0,55.0,4.31,4.35,2.68
11428,2.06,Very Good,J,SI1,62.0,57.0,8.11,8.17,5.05
11429,0.31,Ideal,G,IF,61.7,55.0,4.37,4.39,2.7
11430,0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18
11431,0.31,Ideal,G,VS2,61.4,57.0,4.37,4.33,2.67
11432,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32
11433,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31
11434,1.01,Fair,H,SI1,65.3,61.0,6.23,6.18,4.05
11435,0.94,Very Good,F,SI2,62.4,58.0,6.17,6.23,3.87
11436,1.01,Good,D,SI1,61.7,62.0,6.3,6.34,3.9
11437,0.4,Ideal,G,VVS1,61.4,55.0,4.76,4.72,2.91
11438,1.02,Very Good,H,SI1,63.5,55.0,6.31,6.35,4.02
11439,1.09,Very Good,F,IF,61.4,56.0,6.62,6.68,4.08
11440,0.41,Very Good,H,VS2,63.4,58.0,4.77,4.66,2.99
11441,1.31,Ideal,I,SI2,61.0,59.0,7.05,7.01,4.29
11442,1.01,Very Good,H,SI1,63.3,58.0,6.4,6.37,4.04
11443,1.01,Good,F,SI1,65.5,58.0,6.11,6.25,4.05
11444,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28
11445,0.36,Ideal,E,VS2,61.8,56.0,4.57,4.59,2.83
11446,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33
11447,1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61
11448,0.34,Premium,F,VS2,61.2,59.0,4.47,4.52,2.75
11449,0.72,Premium,H,VVS1,61.4,58.0,5.75,5.78,3.54
11450,0.31,Ideal,H,VVS1,61.5,54.0,4.39,4.36,2.69
11451,0.31,Good,I,VS1,63.7,55.0,4.33,4.3,2.75
11452,0.5,Premium,E,VS2,62.3,60.0,5.05,5.09,3.16
11453,0.5,Good,H,VVS2,66.1,58.0,4.87,4.9,3.23
11454,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49
11455,0.39,Ideal,E,VS2,61.3,56.0,4.71,4.75,2.9
11456,0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2
11457,2.13,Premium,I,SI2,59.8,58.0,8.43,8.37,5.02
11458,1.21,Premium,J,SI1,59.7,60.0,6.93,6.9,4.13
11459,1.0,Good,F,VS2,62.5,57.0,6.34,6.42,3.99
11460,0.81,Ideal,E,SI2,61.4,57.0,6.0,5.97,3.68
11461,0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4
11462,0.32,Premium,F,VS2,61.1,58.0,4.42,4.39,2.69
11463,0.31,Ideal,D,SI2,62.1,57.0,4.32,4.34,2.69
11464,1.4,Premium,F,VS2,61.5,60.0,7.25,7.18,4.44
11465,0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15
11466,2.09,Premium,I,SI1,60.8,59.0,8.28,8.24,5.02
11467,1.55,Premium,J,VS1,61.6,58.0,7.39,7.42,4.56
11468,0.35,Ideal,D,VS2,61.8,55.0,4.56,4.53,2.81
11469,0.7,Good,G,SI1,63.9,58.0,5.57,5.51,3.54
11470,0.33,Very Good,G,SI1,59.8,58.0,4.52,4.54,2.71
11471,1.16,Good,H,SI1,64.0,58.0,6.56,6.63,4.22
11472,0.7,Ideal,D,SI2,62.6,57.0,5.63,5.68,3.54
11473,0.7,Very Good,E,VS2,62.4,60.0,5.57,5.61,3.49
11474,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21
11475,1.03,Premium,J,SI1,61.7,54.0,6.56,6.5,4.03
11476,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73
11477,0.33,Premium,E,VS2,62.0,59.0,4.41,4.39,2.73
11478,0.5,Very Good,E,SI1,63.0,61.0,5.03,5.07,3.18
11479,1.55,Premium,J,SI1,62.5,58.0,7.4,7.36,4.61
11480,2.0,Good,H,SI2,63.8,59.0,7.93,7.88,5.04
11481,1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26
11482,1.22,Good,G,SI2,64.0,61.0,6.75,6.68,4.3
11483,0.53,Ideal,F,SI1,61.6,54.0,5.23,5.25,3.23
11484,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71
11485,0.51,Ideal,G,VVS2,61.8,56.0,5.1,5.16,3.17
11486,0.3,Ideal,F,IF,61.8,54.0,4.34,4.36,2.69
11487,0.5,Good,F,VS2,58.8,64.0,5.21,5.16,3.05
11488,0.3,Ideal,G,VS2,61.8,56.0,4.29,4.32,2.66
11489,0.57,Ideal,E,VS2,61.6,56.0,5.33,5.38,3.3
11490,0.65,Ideal,D,VVS2,61.4,60.0,5.54,5.57,3.41
11491,0.25,Good,E,VVS2,63.1,56.0,4.0,4.05,2.54
11492,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24
11493,0.54,Ideal,H,VVS1,60.4,55.0,5.32,5.27,3.2
11494,0.32,Ideal,D,VS2,61.1,56.0,4.42,4.45,2.71
11495,0.6,Premium,H,SI1,58.9,61.0,5.54,5.5,3.25
11496,1.1,Ideal,H,SI1,62.0,57.0,6.66,6.7,4.14
11497,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91
11498,1.2,Very Good,H,SI1,61.0,58.0,6.84,6.92,4.2
11499,1.01,Premium,E,VS2,62.0,59.0,6.46,6.44,4.0
11500,0.3,Ideal,F,SI1,62.0,55.1,4.29,4.32,2.67
11501,0.33,Ideal,G,VS2,62.3,57.0,4.4,4.43,2.75
11502,0.53,Ideal,D,SI1,62.3,56.0,5.18,5.15,3.22
11503,0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2
11504,1.28,Ideal,H,VVS1,61.7,55.0,6.97,7.01,4.31
11505,0.3,Ideal,H,VS1,62.2,57.0,4.28,4.31,2.67
11506,0.7,Very Good,I,SI2,63.2,60.0,5.62,5.55,3.53
11507,0.33,Premium,G,VS1,61.9,58.0,4.46,4.43,2.75
11508,2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06
11509,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21
11510,1.52,Ideal,D,SI1,61.2,57.0,7.47,7.4,4.55
11511,0.41,Good,I,SI2,63.5,57.0,4.7,4.72,2.99
11512,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09
11513,0.34,Premium,D,VVS2,60.1,58.0,4.53,4.55,2.73
11514,0.5,Ideal,E,SI1,61.6,55.0,5.09,5.13,3.15
11515,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92
11516,1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54
11517,1.11,Premium,H,VS2,62.6,58.0,6.63,6.59,4.14
11518,2.01,Premium,H,SI2,61.9,59.0,8.13,7.97,4.98
11519,1.01,Very Good,H,SI1,62.5,58.0,6.37,6.42,4.0
11520,0.71,Very Good,F,VS2,63.3,57.0,5.65,5.69,3.59
11521,1.0,Very Good,G,SI2,62.6,58.0,6.34,6.38,3.98
11522,0.3,Premium,G,IF,61.0,62.0,4.34,4.32,2.64
11523,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27
11524,0.57,Ideal,H,VVS1,61.6,56.0,5.32,5.35,3.28
11525,0.79,Premium,F,VS2,60.7,60.0,5.95,5.97,3.62
11526,1.01,Fair,D,SI1,66.3,55.0,6.22,6.17,4.11
11527,0.42,Premium,H,SI1,62.0,59.0,4.79,4.76,2.96
11528,0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02
11529,0.33,Premium,H,VVS1,61.4,59.0,4.42,4.44,2.72
11530,0.9,Very Good,D,SI2,58.1,60.0,6.24,6.26,3.63
11531,0.55,Ideal,D,VS2,61.0,56.0,5.28,5.31,3.23
11532,0.53,Ideal,D,VS2,62.2,56.0,5.19,5.16,3.22
11533,0.53,Ideal,G,SI2,59.9,57.0,5.25,5.3,3.16
11534,0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8
11535,0.57,Ideal,G,VS2,61.8,56.0,5.35,5.3,3.29
11536,0.7,Premium,F,VS2,62.5,56.0,5.67,5.63,3.53
11537,0.31,Premium,D,SI1,61.4,58.0,4.33,4.36,2.67
11538,2.02,Very Good,G,SI2,63.1,56.0,8.06,8.02,5.07
11539,0.57,Very Good,G,SI1,60.4,58.0,5.37,5.42,3.26
11540,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72
11541,1.6,Ideal,E,SI1,61.9,54.0,7.56,7.5,4.66
11542,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88
11543,1.01,Premium,I,SI1,61.6,58.0,6.45,6.51,3.99
11544,1.03,Good,D,SI1,64.3,58.0,6.31,6.28,4.05
11545,0.53,Ideal,F,SI1,61.5,56.0,5.2,5.24,3.21
11546,0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15
11547,0.71,Very Good,D,VVS2,62.7,59.0,5.64,5.69,3.55
11548,0.4,Premium,G,VS2,62.8,61.0,4.67,4.63,2.92
11549,0.53,Ideal,E,VS2,62.1,56.0,5.17,5.2,3.22
11550,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82
11551,0.33,Premium,I,VVS2,61.5,58.0,4.43,4.45,2.73
11552,0.52,Ideal,E,VS2,61.3,54.0,5.21,5.2,3.19
11553,0.42,Very Good,G,VVS2,58.5,63.0,4.9,4.88,2.86
11554,1.17,Premium,F,VS2,60.2,58.0,6.88,6.85,4.13
11555,0.91,Good,E,SI1,63.7,64.0,6.09,6.03,3.86
11556,0.4,Ideal,G,VVS1,61.5,59.0,4.71,4.75,2.91
11557,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6
11558,0.34,Ideal,F,VVS1,62.9,56.0,4.45,4.48,2.81
11559,1.17,Premium,H,VS2,62.4,57.0,6.74,6.69,4.19
11560,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01
11561,1.0,Fair,G,I1,61.7,57.0,6.39,6.28,3.91
11562,0.54,Ideal,E,SI1,62.1,56.0,5.24,5.19,3.24
11563,0.4,Ideal,E,VVS1,61.5,56.0,4.78,4.75,2.93
11564,1.03,Fair,D,SI2,66.4,56.0,6.31,6.19,4.15
11565,0.41,Premium,I,VVS1,62.0,56.0,4.77,4.75,2.95
11566,1.74,Very Good,H,SI2,62.1,59.0,7.65,7.78,4.79
11567,1.14,Premium,F,SI1,61.1,58.0,6.77,6.72,4.12
11568,1.21,Premium,J,SI1,62.6,58.0,6.74,6.71,4.21
11569,0.32,Ideal,F,VVS1,61.8,56.0,4.42,4.45,2.74
11570,0.34,Premium,F,VS1,60.4,58.0,4.53,4.51,2.73
11571,0.91,Very Good,H,SI1,63.4,56.0,6.18,6.1,3.89
11572,1.5,Very Good,F,VS1,61.6,58.0,7.35,7.43,4.55
11573,1.34,Very Good,H,SI1,62.4,58.0,6.98,7.02,4.37
11574,1.11,Ideal,G,VS1,61.4,57.0,6.68,6.65,4.09
11575,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08
11576,0.73,Premium,G,SI1,60.8,58.0,5.82,5.85,3.55
11577,1.01,Very Good,F,IF,59.6,62.0,6.47,6.56,3.88
11578,1.18,Good,E,SI2,63.6,57.0,6.74,6.72,4.28
11579,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58
11580,0.4,Very Good,H,VS2,59.1,61.0,4.81,4.84,2.85
11581,0.31,Ideal,F,VVS1,61.0,56.0,4.39,4.43,2.69
11582,0.7,Premium,F,VS2,61.6,60.0,5.65,5.59,3.46
11583,1.01,Premium,H,I1,58.1,59.0,6.66,6.6,0.0
11584,1.11,Very Good,D,SI2,59.9,57.0,6.72,6.74,4.03
11585,0.33,Ideal,F,VS2,62.3,55.0,4.42,4.47,2.77
11586,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17
11587,2.01,Very Good,F,SI2,62.0,54.0,8.03,8.12,5.01
11588,0.32,Ideal,F,VVS1,61.5,56.0,4.39,4.42,2.71
11589,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9
11590,0.31,Premium,I,SI1,61.5,59.0,4.37,4.35,2.68
11591,0.32,Good,E,SI1,63.4,55.0,4.35,4.36,2.76
11592,0.33,Ideal,G,VS2,62.6,56.0,4.41,4.38,2.75
11593,0.51,Premium,E,VS2,62.5,59.0,5.06,5.11,3.18
11594,0.51,Good,D,SI2,64.2,56.0,5.02,5.05,3.23
11595,0.63,Ideal,G,SI1,61.7,54.0,5.52,5.56,3.42
11596,1.2,Very Good,I,SI1,61.7,56.0,6.82,6.76,4.19
11597,0.51,Premium,E,SI1,60.3,56.0,5.27,5.17,3.15
11598,1.05,Ideal,H,IF,61.2,55.0,6.62,6.59,4.04
11599,1.06,Very Good,E,IF,62.4,55.0,6.5,6.54,4.07
11600,0.26,Ideal,E,VVS2,62.9,58.0,4.02,4.06,2.54
11601,0.9,Very Good,H,VS2,63.6,58.0,6.1,6.14,3.89
11602,2.0,Good,I,SI2,64.2,52.0,7.91,7.88,5.07
11603,0.31,Ideal,G,VVS1,62.1,55.0,4.33,4.36,2.7
11604,1.02,Premium,F,SI1,62.6,58.0,6.42,6.36,4.0
11605,1.0,Ideal,F,VS2,61.7,54.0,6.42,6.39,3.95
11606,1.42,Ideal,I,VS2,60.4,55.0,7.28,7.38,4.43
11607,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15
11608,0.41,Ideal,J,VS2,61.7,55.0,4.79,4.81,2.96
11609,0.9,Ideal,F,SI1,61.7,55.0,6.19,6.16,3.81
11610,1.0,Ideal,H,VS2,62.5,56.0,6.41,6.33,3.98
11611,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79
11612,0.32,Premium,G,VS2,61.5,60.0,4.36,4.39,2.69
11613,0.7,Very Good,H,VS1,62.2,57.0,5.67,5.72,3.54
11614,0.51,Ideal,G,VVS2,62.1,55.5,5.08,5.13,3.18
11615,0.3,Premium,G,VVS1,62.8,58.0,4.3,4.27,2.69
11616,0.77,Ideal,E,SI2,61.0,57.0,5.91,5.93,3.61
11617,0.47,Premium,D,SI1,60.6,61.0,5.04,5.0,3.04
11618,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65
11619,0.53,Very Good,F,VS2,62.7,57.0,5.1,5.14,3.21
11620,0.25,Very Good,D,VS1,60.0,63.0,4.05,4.08,2.44
11621,0.34,Ideal,G,VS2,62.0,54.0,4.5,4.47,2.78
11622,0.77,Premium,F,SI2,61.6,58.0,5.9,5.88,3.63
11623,0.31,Good,D,SI1,63.9,54.0,4.3,4.27,2.74
11624,0.38,Ideal,F,VVS2,61.0,57.0,4.69,4.72,2.87
11625,1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9
11626,0.72,Ideal,I,VS1,60.4,56.0,5.8,5.86,3.52
11627,0.42,Ideal,I,VS1,62.0,55.0,4.83,4.85,3.0
11628,0.31,Premium,E,SI1,62.7,58.0,4.33,4.31,2.71
11629,1.3,Ideal,G,VS2,61.9,55.0,7.01,7.04,4.35
11630,0.7,Good,I,SI1,58.2,61.0,5.8,5.84,3.39
11631,1.7,Premium,I,VS2,62.2,58.0,7.6,7.65,4.74
11632,0.71,Ideal,F,VS1,61.5,57.0,5.71,5.77,3.53
11633,0.52,Ideal,F,IF,60.6,57.0,5.21,5.22,3.16
11634,1.01,Ideal,J,SI1,60.2,59.0,6.48,6.51,3.91
11635,0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35
11636,1.0,Ideal,D,VVS1,60.7,56.0,6.47,6.54,3.95
11637,0.38,Ideal,F,VS2,62.2,57.0,4.63,4.6,2.87
11638,0.41,Ideal,E,VVS1,61.3,55.0,4.8,4.76,2.93
11639,0.56,Ideal,H,VS2,62.4,56.0,5.27,5.23,3.28
11640,0.58,Premium,G,SI1,62.4,60.0,5.34,5.3,3.32
11641,0.31,Premium,G,VVS1,62.6,61.0,4.31,4.28,2.69
11642,1.09,Ideal,H,SI1,62.3,55.0,6.58,6.61,4.11
11643,0.41,Ideal,G,VS1,61.4,55.0,4.8,4.78,2.94
11644,0.34,Ideal,G,VVS2,62.6,54.0,4.44,4.47,2.79
11645,1.6,Ideal,F,VS2,60.2,55.5,7.6,7.66,4.59
11646,0.32,Premium,E,SI1,62.2,57.0,4.43,4.38,2.74
11647,1.01,Very Good,F,VS2,62.8,59.0,6.33,6.41,4.0
11648,0.4,Very Good,D,VVS2,62.0,61.0,4.7,4.72,2.92
11649,1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58
11650,0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49
11651,0.6,Fair,G,VVS2,57.9,67.0,5.66,5.47,3.23
11652,0.79,Ideal,D,SI1,61.1,57.0,5.94,6.0,3.65
11653,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44
11654,0.94,Very Good,E,SI1,62.4,56.0,6.24,6.27,3.9
11655,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96
11656,0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84
11657,1.2,Premium,H,SI1,62.8,56.0,6.76,6.68,4.22
11658,1.47,Ideal,I,VS2,62.3,57.0,7.24,7.3,4.53
11659,0.53,Ideal,G,VVS2,60.4,59.0,5.26,5.3,3.19
11660,0.51,Ideal,E,VS2,62.0,56.0,5.11,5.15,3.18
11661,1.06,Ideal,G,VVS2,60.3,57.0,6.61,6.68,4.01
11662,2.01,Good,F,I1,64.0,56.0,7.93,7.91,5.07
11663,0.53,Premium,G,VS2,62.4,59.0,5.16,5.13,3.21
11664,0.32,Ideal,E,VS2,62.0,57.0,4.41,4.39,2.73
11665,0.31,Very Good,I,SI1,61.4,61.0,4.34,4.39,2.68
11666,0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86
11667,0.3,Ideal,G,VS1,61.4,55.0,4.36,4.31,2.66
11668,1.3,Very Good,J,VS1,63.2,57.0,6.91,6.86,4.35
11669,0.42,Ideal,H,VS1,61.0,57.0,4.85,4.89,2.97
11670,1.14,Premium,F,SI1,61.1,59.0,6.75,6.7,4.11
11671,1.02,Good,F,SI2,63.8,53.0,6.37,6.46,4.09
11672,1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92
11673,0.34,Ideal,E,VS2,62.5,55.0,4.5,4.46,2.8
11674,0.77,Ideal,H,SI2,60.8,57.0,5.96,5.89,3.6
11675,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31
11676,0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6
11677,0.4,Very Good,E,VS1,60.5,61.0,4.72,4.74,2.86
11678,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22
11679,0.56,Ideal,H,VS2,60.9,57.0,5.32,5.36,3.25
11680,0.72,Premium,F,SI1,61.8,61.0,5.82,5.71,3.56
11681,0.46,Very Good,I,VVS1,63.5,57.0,4.91,4.85,3.1
11682,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55
11683,0.7,Good,E,VS2,57.5,58.0,5.85,5.9,3.38
11684,2.02,Fair,H,SI1,56.2,61.0,8.8,8.33,4.81
11685,0.34,Very Good,D,SI2,60.7,61.0,4.45,4.51,2.72
11686,0.59,Very Good,J,VS2,60.8,56.6,5.42,5.47,3.31
11687,0.8,Very Good,H,SI2,59.7,58.0,6.03,6.09,3.62
11688,1.21,Ideal,D,VS1,60.1,60.0,6.92,6.99,4.18
11689,0.81,Premium,H,VS2,58.0,59.0,6.17,6.13,3.57
11690,0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6
11691,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.77,3.57
11692,1.25,Ideal,J,VVS2,61.1,57.0,6.94,6.91,4.23
11693,0.52,Ideal,D,VVS2,62.0,56.0,5.14,5.18,3.2
11694,0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61
11695,1.0,Premium,E,SI1,61.6,59.0,6.38,6.41,3.94
11696,0.53,Very Good,E,VVS2,63.1,60.0,5.12,5.08,3.22
11697,1.5,Good,I,VS2,63.3,62.0,7.08,7.19,4.52
11698,0.23,Very Good,F,VS1,62.1,58.0,3.91,3.95,2.44
11699,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97
11700,1.01,Premium,F,SI1,61.7,58.0,6.44,6.39,3.96
11701,0.63,Ideal,D,VVS2,62.6,56.0,5.47,5.49,3.43
11702,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38
11703,0.53,Premium,E,SI2,59.9,58.0,5.31,5.27,3.17
11704,0.73,Ideal,I,VVS2,62.3,55.0,5.77,5.76,3.59
11705,0.32,Ideal,D,VVS2,60.9,57.0,4.39,4.45,2.7
11706,1.08,Ideal,H,SI2,61.4,57.0,6.6,6.66,4.07
11707,1.23,Ideal,J,SI2,63.2,58.0,6.82,6.74,4.29
11708,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05
11709,0.3,Premium,H,VS1,62.5,58.0,4.34,4.27,2.69
11710,0.91,Premium,E,VS2,61.6,58.0,6.2,6.18,3.81
11711,1.09,Very Good,H,SI1,60.6,60.0,6.61,6.68,4.03
11712,2.0,Very Good,H,SI1,60.1,61.0,8.1,8.13,4.88
11713,0.7,Ideal,F,SI1,62.6,56.0,5.69,5.66,3.55
11714,0.5,Fair,H,VS2,56.3,65.0,5.24,5.21,2.94
11715,1.02,Very Good,E,VS2,58.4,57.0,6.59,6.64,3.86
11716,0.4,Very Good,E,VS1,62.9,56.0,4.67,4.71,2.95
11717,1.22,Very Good,F,SI1,60.5,58.0,6.91,6.97,4.2
11718,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71
11719,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19
11720,0.7,Premium,D,VS2,58.0,62.0,5.87,5.78,3.38
11721,0.4,Very Good,F,SI1,62.2,57.0,4.67,4.72,2.92
11722,2.1,Premium,H,SI2,60.4,59.0,8.28,8.33,5.02
11723,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92
11724,0.9,Very Good,D,SI1,61.7,60.0,6.14,6.17,3.8
11725,1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65
11726,0.39,Ideal,G,IF,61.7,55.0,4.68,4.72,2.9
11727,0.41,Ideal,G,IF,61.0,57.0,4.81,4.79,2.93
11728,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77
11729,1.01,Ideal,F,VS2,60.9,57.0,6.48,6.45,3.94
11730,0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27
11731,0.4,Premium,H,VVS1,61.8,58.0,4.72,4.69,2.91
11732,0.35,Ideal,E,SI1,60.9,55.0,4.57,4.53,2.77
11733,0.71,Ideal,G,SI1,61.6,57.0,5.73,5.76,3.54
11734,0.53,Premium,F,SI1,62.0,59.0,5.23,5.16,3.22
11735,1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29
11736,0.31,Very Good,H,VS2,63.1,57.0,4.31,4.28,2.71
11737,0.36,Premium,H,VVS2,60.6,58.0,4.6,4.58,2.78
11738,1.6,Premium,G,SI1,62.2,58.0,7.44,7.5,4.65
11739,2.0,Ideal,H,SI1,62.9,56.0,8.06,7.97,5.04
11740,1.51,Very Good,E,VS2,60.8,60.0,7.3,7.36,4.46
11741,0.74,Very Good,D,VS2,62.2,59.0,5.8,5.84,3.62
11742,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57
11743,1.01,Premium,I,SI1,61.8,59.0,6.44,6.37,3.96
11744,0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53
11745,2.08,Premium,H,SI2,59.7,59.0,8.38,8.29,4.98
11746,0.39,Ideal,H,IF,61.9,55.6,4.68,4.7,2.91
11747,0.81,Ideal,E,SI1,62.3,57.0,5.95,5.99,3.72
11748,0.4,Ideal,F,VVS1,61.3,55.0,4.75,4.78,2.92
11749,1.11,Ideal,G,SI1,62.0,57.0,6.69,6.61,4.12
11750,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45
11751,0.31,Ideal,E,VS1,60.4,57.0,4.4,4.37,2.65
11752,2.02,Very Good,F,SI1,60.1,60.0,8.21,8.29,4.96
11753,0.9,Very Good,H,VS2,62.6,57.0,6.11,6.09,3.82
11754,0.43,Premium,G,VS1,61.8,59.0,4.88,4.83,3.0
11755,1.02,Very Good,D,SI1,63.2,58.0,6.41,6.35,4.03
11756,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72
11757,0.51,Ideal,E,SI1,62.8,55.0,5.12,5.07,3.2
11758,0.51,Fair,F,SI1,65.6,54.0,5.07,5.02,3.31
11759,1.52,Premium,G,VS1,61.4,58.0,7.38,7.35,4.52
11760,2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0
11761,0.3,Ideal,H,SI1,62.0,56.0,4.29,4.32,2.67
11762,1.15,Premium,H,SI1,62.0,58.0,6.77,6.71,4.18
11763,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22
11764,0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69
11765,0.71,Premium,G,IF,61.9,58.0,5.74,5.77,3.56
11766,1.0,Good,H,SI2,57.9,62.0,6.53,6.49,3.77
11767,1.08,Ideal,H,SI2,61.8,55.0,6.57,6.6,4.07
11768,1.27,Premium,D,SI1,62.5,58.0,6.92,6.87,4.31
11769,0.36,Ideal,D,VS2,61.1,57.0,4.6,4.63,2.82
11770,0.31,Premium,H,VS2,62.7,59.0,4.29,4.32,2.7
11771,0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55
11772,0.3,Ideal,E,VS2,61.8,56.0,4.34,4.3,2.67
11773,0.3,Premium,D,SI1,62.7,60.0,4.26,4.23,2.66
11774,1.0,Premium,H,SI2,61.2,59.0,6.38,6.42,3.92
11775,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22
11776,1.0,Good,G,VS2,59.3,61.0,6.51,6.57,3.88
11777,0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91
11778,0.5,Good,G,VVS2,64.4,57.0,4.97,5.05,3.22
11779,0.4,Ideal,G,VVS2,62.3,54.0,4.75,4.78,2.97
11780,1.19,Ideal,F,VS1,60.5,57.0,6.82,6.88,4.15
11781,0.31,Ideal,D,VS2,62.3,55.0,4.37,4.33,2.71
11782,0.5,Fair,F,VS1,65.0,55.0,5.01,4.96,3.24
11783,1.04,Very Good,H,VVS2,59.1,60.0,6.6,6.66,3.92
11784,0.4,Good,D,VS1,60.5,63.0,4.75,4.77,2.88
11785,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35
11786,1.01,Good,E,SI1,63.4,59.0,6.34,6.38,4.03
11787,0.31,Very Good,H,VS2,62.2,59.0,4.34,4.38,2.71
11788,0.31,Ideal,I,VS1,61.9,54.5,4.33,4.36,2.69
11789,0.72,Ideal,G,VS2,61.5,55.0,5.76,5.79,3.55
11790,0.31,Good,F,VS2,63.4,56.0,4.31,4.34,2.74
11791,2.1,Very Good,J,VS2,61.5,60.7,8.16,8.21,5.03
11792,2.18,Ideal,F,SI2,62.6,55.0,8.27,8.22,5.16
11793,0.51,Ideal,F,VVS2,62.2,55.0,5.12,5.11,3.18
11794,0.34,Ideal,G,VVS1,61.8,56.0,4.48,4.51,2.78
11795,0.24,Very Good,D,VS1,62.9,56.0,3.96,3.99,2.5
11796,0.4,Ideal,J,IF,62.4,56.0,4.74,4.71,2.95
